STATION ID,TIME,TWO WEEKS AHEAD,TEN DAYS AHEAD,ONE WEEK AHEAD,THREE DAYS AHEAD,ONE DAY AHEAD,FOUR AHEAD,THREE AHEAD,TWO AHEAD,ONE AHEAD,AVAILABLE BIKES,TARGET
5,2020-02-06 19:30:02,6,29,24,40,33,9,8,6,8,13,16
5,2020-02-06 19:35:02,3,31,25,40,35,11,8,7,9,16,15
5,2020-02-06 19:40:02,3,33,27,39,33,8,6,8,13,16,13
5,2020-02-06 19:45:02,3,30,30,40,35,8,7,9,16,15,12
5,2020-02-06 19:50:03,3,32,30,39,37,6,8,13,16,13,10
5,2020-02-06 19:55:02,6,34,31,38,40,7,9,16,15,12,10
5,2020-02-06 20:00:02,6,34,31,39,40,8,13,16,13,10,11
5,2020-02-06 20:05:02,9,35,31,40,40,9,16,15,12,10,8
5,2020-02-06 20:10:02,9,35,33,40,40,13,16,13,10,11,10
5,2020-02-06 20:15:02,10,35,34,40,40,16,15,12,10,8,10
5,2020-02-06 20:20:02,11,38,32,40,40,16,13,10,11,10,11
5,2020-02-06 20:25:02,11,39,36,39,40,15,12,10,8,10,12
5,2020-02-06 20:30:02,11,40,29,39,40,13,10,11,10,11,13
5,2020-02-06 20:35:02,13,40,28,38,40,12,10,8,10,12,13
5,2020-02-06 20:40:02,16,40,27,38,39,10,11,10,11,13,12
5,2020-02-06 20:45:02,16,40,26,36,40,10,8,10,12,13,11
5,2020-02-06 20:50:02,18,40,26,37,39,11,10,11,13,12,9
5,2020-02-06 20:55:02,18,39,26,36,38,8,10,12,13,11,10
5,2020-02-06 21:00:02,17,36,27,36,38,10,11,13,12,9,10
5,2020-02-06 21:05:02,17,36,26,34,38,10,12,13,11,10,9
5,2020-02-06 21:10:02,19,36,29,34,37,11,13,12,9,10,9
5,2020-02-06 21:15:02,21,35,29,33,38,12,13,11,10,9,10
5,2020-02-06 21:20:02,21,35,29,35,38,13,12,9,10,9,10
5,2020-02-06 21:25:02,21,35,29,36,38,13,11,10,9,10,10
5,2020-02-06 21:30:02,20,36,30,37,37,12,9,10,9,10,10
5,2020-02-06 21:35:03,20,38,32,38,37,11,10,9,10,10,10
5,2020-02-06 21:40:02,19,38,32,38,37,9,10,9,10,10,12
5,2020-02-06 21:45:02,19,37,32,37,37,10,9,10,10,10,11
5,2020-02-06 21:50:02,19,37,32,37,36,10,9,10,10,12,10
5,2020-02-06 21:55:02,18,37,29,36,36,9,10,10,10,11,9
5,2020-02-06 22:00:02,17,34,28,35,35,9,10,10,12,10,8
5,2020-02-06 22:05:02,18,36,28,35,34,10,10,10,11,9,7
5,2020-02-06 22:10:02,18,35,27,34,34,10,10,12,10,8,8
5,2020-02-06 22:15:02,17,35,29,35,32,10,10,11,9,7,8
5,2020-02-06 22:20:02,18,36,29,36,33,10,12,10,8,8,9
5,2020-02-06 22:25:02,15,35,29,36,14,10,11,9,7,8,7
5,2020-02-06 22:30:02,15,34,28,36,14,12,10,8,8,9,6
5,2020-02-06 22:35:02,15,34,26,36,14,11,9,7,8,7,5
5,2020-02-06 22:40:02,15,34,26,36,14,10,8,8,9,6,5
5,2020-02-06 22:45:02,16,34,25,38,14,9,7,8,7,5,8
5,2020-02-06 22:50:02,16,34,26,38,14,8,8,9,6,5,9
5,2020-02-06 22:55:02,16,36,25,38,15,7,8,7,5,8,10
5,2020-02-06 23:00:02,15,36,25,39,15,8,9,6,5,9,10
5,2020-02-06 23:05:02,16,35,25,39,15,8,7,5,8,10,10
5,2020-02-06 23:10:02,17,37,25,39,16,9,6,5,9,10,10
5,2020-02-06 23:15:02,17,37,25,39,16,7,5,8,10,10,10
5,2020-02-06 23:20:02,18,40,25,39,16,6,5,9,10,10,10
5,2020-02-06 23:25:01,18,40,25,39,16,5,8,10,10,10,10
5,2020-02-06 23:30:02,18,40,25,39,16,5,9,10,10,10,10
5,2020-02-06 23:35:02,18,40,24,39,16,8,10,10,10,10,9
5,2020-02-06 23:40:02,18,40,24,39,15,9,10,10,10,10,9
5,2020-02-06 23:45:02,19,40,23,39,15,10,10,10,10,9,10
5,2020-02-06 23:50:02,19,40,23,39,15,10,10,10,10,9,10
5,2020-02-06 23:55:02,19,40,23,39,15,10,10,10,9,10,9
5,2020-02-07 00:00:02,19,40,23,39,15,10,10,10,9,10,10
5,2020-02-07 00:05:03,19,40,22,39,15,10,10,9,10,9,10
5,2020-02-07 00:10:02,19,40,22,39,15,10,10,9,10,10,10
5,2020-02-07 00:15:02,18,40,22,40,15,10,9,10,9,10,10
5,2020-02-07 00:20:02,18,40,19,40,15,10,9,10,10,10,10
5,2020-02-07 00:25:02,17,40,19,40,15,9,10,9,10,10,9
5,2020-02-07 00:30:02,17,40,19,40,15,9,10,10,10,10,9
5,2020-02-07 00:35:02,15,40,18,40,14,10,9,10,10,9,9
5,2020-02-07 00:40:02,15,40,18,40,14,10,10,10,10,9,9
5,2020-02-07 00:45:02,15,40,18,40,14,9,10,10,9,9,9
5,2020-02-07 00:50:04,15,40,18,40,14,10,10,10,9,9,9
5,2020-02-07 00:55:03,15,40,18,40,14,10,10,9,9,9,9
5,2020-02-07 01:00:02,15,40,18,40,14,10,10,9,9,9,9
5,2020-02-07 01:05:02,15,40,18,40,14,10,9,9,9,9,9
5,2020-02-07 01:10:02,15,40,18,40,14,10,9,9,9,9,9
5,2020-02-07 01:15:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 01:20:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 01:25:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 01:30:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 01:35:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 01:40:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 01:45:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 01:50:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 01:55:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 02:00:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 02:05:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 02:10:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 02:15:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 02:20:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 02:25:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 02:30:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 02:35:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 02:40:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 02:45:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 02:50:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 02:55:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 03:00:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 03:05:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 03:10:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 03:15:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 03:20:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 03:25:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 03:30:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 03:35:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 03:40:03,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 03:45:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 03:50:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 03:55:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 04:00:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-07 04:05:02,15,40,18,40,14,9,9,9,9,9,9
5,2020-02-08 07:25:02,20,15,4,16,1,31,30,29,29,28,27
5,2020-02-08 07:30:02,19,9,4,17,1,30,29,29,28,27,26
5,2020-02-08 07:35:02,19,15,3,10,1,30,29,29,28,27,26
5,2020-02-08 07:40:02,19,19,3,9,1,29,29,28,27,26,26
5,2020-02-08 07:45:02,19,19,3,6,1,29,29,28,27,26,26
5,2020-02-08 07:50:02,19,16,4,0,1,29,28,27,26,26,26
5,2020-02-08 07:55:02,20,18,4,0,1,29,28,27,26,26,26
5,2020-02-08 08:00:02,20,10,4,0,1,28,27,26,26,26,26
5,2020-02-08 08:05:02,20,6,5,10,11,28,27,26,26,26,26
5,2020-02-08 08:10:02,20,7,5,20,10,27,26,26,26,26,25
5,2020-02-08 08:15:02,20,3,5,15,4,27,26,26,26,26,25
5,2020-02-08 08:20:02,20,0,6,13,1,26,26,26,26,25,25
5,2020-02-08 08:25:02,21,1,6,3,1,26,26,26,26,25,25
5,2020-02-08 08:30:02,23,4,7,2,1,26,26,26,25,25,25
5,2020-02-08 08:35:02,23,0,7,1,1,26,26,26,25,25,25
5,2020-02-08 08:40:02,23,1,6,0,2,26,26,25,25,25,24
5,2020-02-08 08:45:02,22,1,15,0,2,26,26,25,25,25,22
5,2020-02-08 08:50:02,21,0,24,0,16,26,25,25,25,24,24
5,2020-02-08 08:55:02,18,1,24,0,11,26,25,25,25,22,25
5,2020-02-08 09:00:02,18,4,24,5,5,25,25,25,24,24,25
5,2020-02-08 09:05:02,19,3,24,3,1,25,25,25,22,25,24
5,2020-02-08 09:10:02,19,2,23,2,1,25,25,24,24,25,24
5,2020-02-08 09:15:02,18,0,23,2,1,25,25,22,25,24,23
5,2020-02-08 09:20:02,17,2,23,0,10,25,24,24,25,24,23
5,2020-02-08 09:25:02,16,1,20,0,19,25,22,25,24,23,21
5,2020-02-08 09:30:02,16,16,20,3,12,24,24,25,24,23,23
5,2020-02-08 09:35:02,16,18,20,3,12,22,25,24,23,21,23
5,2020-02-08 09:40:02,16,16,22,12,13,24,25,24,23,23,24
5,2020-02-08 09:45:02,17,15,21,15,9,25,24,23,21,23,24
5,2020-02-08 09:50:02,17,13,21,11,8,25,24,23,23,24,21
5,2020-02-08 09:55:03,16,10,21,9,5,24,23,21,23,24,22
5,2020-02-08 10:00:02,16,10,21,9,0,24,23,23,24,21,22
5,2020-02-08 10:05:02,14,9,21,10,0,23,21,23,24,22,21
5,2020-02-08 10:10:02,13,10,21,16,0,23,23,24,21,22,20
5,2020-02-08 10:15:02,13,10,20,14,1,21,23,24,22,21,17
5,2020-02-08 10:20:02,13,9,21,13,2,23,24,21,22,20,15
5,2020-02-08 10:25:02,21,9,23,13,2,23,24,22,21,17,15
5,2020-02-08 10:30:02,25,9,23,12,4,24,21,22,20,15,14
5,2020-02-08 10:35:02,24,9,23,12,5,24,22,21,17,15,12
5,2020-02-08 10:40:02,23,9,24,13,5,21,22,20,15,14,11
5,2020-02-08 10:45:02,23,9,24,13,4,22,21,17,15,12,10
5,2020-02-08 10:50:02,22,9,24,13,3,22,20,15,14,11,10
5,2020-02-08 10:55:02,22,8,23,15,2,21,17,15,12,10,9
5,2020-02-08 11:00:02,23,8,24,15,0,20,15,14,11,10,8
5,2020-02-08 11:05:02,23,8,24,14,1,17,15,12,10,9,7
5,2020-02-08 11:10:02,22,7,24,14,2,15,14,11,10,8,5
5,2020-02-08 11:15:02,22,7,23,14,1,15,12,10,9,7,6
5,2020-02-08 11:20:02,22,6,21,14,0,14,11,10,8,5,6
5,2020-02-08 11:25:02,22,7,21,13,0,12,10,9,7,6,5
5,2020-02-08 11:30:02,21,7,21,12,1,11,10,8,5,6,6
5,2020-02-08 11:35:02,20,7,20,12,1,10,9,7,6,5,8
5,2020-02-08 11:40:02,18,7,17,12,2,10,8,5,6,6,6
5,2020-02-08 11:45:02,18,6,16,12,0,9,7,6,5,8,8
5,2020-02-08 11:50:02,18,7,17,12,0,8,5,6,6,6,7
5,2020-02-08 11:55:02,18,5,15,13,2,7,6,5,8,8,4
5,2020-02-08 12:00:02,18,5,14,13,1,5,6,6,6,7,0
5,2020-02-08 12:05:02,19,5,11,14,3,6,5,8,8,4,1
5,2020-02-08 12:10:02,17,4,11,13,0,6,6,6,7,0,2
5,2020-02-08 12:15:02,17,4,12,13,0,5,8,8,4,1,2
5,2020-02-08 12:20:02,13,4,11,12,0,6,6,7,0,2,0
5,2020-02-08 12:25:02,14,0,10,11,1,8,8,4,1,2,2
5,2020-02-08 12:30:02,11,2,10,11,0,6,7,0,2,0,0
5,2020-02-08 12:35:02,11,0,10,11,0,8,4,1,2,2,1
5,2020-02-08 12:40:02,11,0,9,12,0,7,0,2,0,0,2
5,2020-02-08 12:45:02,10,0,9,13,1,4,1,2,2,1,2
5,2020-02-08 12:50:02,24,3,17,15,1,0,2,0,0,2,0
5,2020-02-08 12:55:02,27,0,27,15,0,1,2,2,1,2,1
5,2020-02-08 13:00:02,27,1,27,14,4,2,0,0,2,0,11
5,2020-02-08 13:05:02,29,2,27,11,6,2,2,1,2,1,19
5,2020-02-08 13:10:02,28,2,23,11,7,0,0,2,0,11,19
5,2020-02-08 13:15:02,25,0,22,12,5,2,1,2,1,19,13
5,2020-02-08 13:20:02,25,1,22,10,5,0,2,0,11,19,9
5,2020-02-08 13:25:02,23,2,22,11,4,1,2,1,19,13,4
5,2020-02-08 13:30:02,20,2,22,11,2,2,0,11,19,9,4
5,2020-02-08 13:35:02,20,2,21,9,1,2,1,19,13,4,4
5,2020-02-08 13:40:02,20,0,20,11,0,0,11,19,9,4,3
5,2020-02-08 13:45:02,20,1,20,12,2,1,19,13,4,4,2
5,2020-02-08 13:50:02,20,3,19,12,3,11,19,9,4,3,0
5,2020-02-08 13:55:02,20,3,19,11,3,19,13,4,4,2,0
5,2020-02-08 14:00:02,17,4,16,11,6,19,9,4,3,0,1
5,2020-02-08 14:05:02,17,7,16,11,6,13,4,4,2,0,1
5,2020-02-08 14:10:02,17,7,15,11,4,9,4,3,0,1,2
5,2020-02-08 14:15:02,18,7,14,10,3,4,4,2,0,1,0
5,2020-02-08 14:20:02,18,9,13,8,2,4,3,0,1,2,0
5,2020-02-08 14:25:02,18,9,13,7,2,4,2,0,1,0,0
5,2020-02-08 14:30:02,18,9,14,6,4,3,0,1,2,0,0
5,2020-02-08 14:35:02,18,10,12,6,5,2,0,1,0,0,2
5,2020-02-08 14:40:02,18,10,10,6,6,0,1,2,0,0,2
5,2020-02-08 14:45:02,17,10,9,6,6,0,1,0,0,2,0
5,2020-02-08 14:50:02,18,9,10,6,6,1,2,0,0,2,0
5,2020-02-08 14:55:02,18,10,10,4,7,1,0,0,2,0,2
5,2020-02-08 15:00:02,17,10,11,0,8,2,0,0,2,0,2
5,2020-02-08 15:05:02,18,9,11,0,8,0,0,2,0,2,2
5,2020-02-08 15:10:02,17,9,12,0,7,0,0,2,0,2,2
5,2020-02-08 15:15:02,17,9,9,1,7,0,2,0,2,2,2
5,2020-02-08 15:20:02,17,9,9,3,7,0,2,0,2,2,2
5,2020-02-08 15:25:02,17,8,9,3,7,2,0,2,2,2,2
5,2020-02-08 15:30:02,17,7,9,4,8,2,0,2,2,2,1
5,2020-02-08 15:35:02,16,6,10,3,7,0,2,2,2,2,1
5,2020-02-08 15:40:02,15,6,11,3,7,0,2,2,2,1,1
5,2020-02-08 15:45:02,14,8,11,6,8,2,2,2,2,1,0
5,2020-02-08 15:50:02,12,9,10,6,9,2,2,2,1,1,1
5,2020-02-08 15:55:02,12,8,9,6,8,2,2,2,1,0,3
5,2020-02-08 16:00:02,12,8,9,7,8,2,2,1,1,1,3
5,2020-02-08 16:05:02,12,6,10,7,9,2,2,1,0,3,3
5,2020-02-08 16:10:02,12,3,10,8,6,2,1,1,1,3,3
5,2020-02-08 16:15:02,11,0,10,8,6,2,1,0,3,3,3
5,2020-02-08 16:20:02,11,4,12,9,9,1,1,1,3,3,3
5,2020-02-08 16:25:02,10,4,9,11,10,1,0,3,3,3,3
5,2020-02-08 16:30:02,8,5,10,12,9,1,1,3,3,3,3
5,2020-02-08 16:35:02,8,6,10,9,10,0,3,3,3,3,3
5,2020-02-08 16:40:02,8,6,9,9,9,1,3,3,3,3,3
5,2020-02-08 16:45:02,8,10,9,7,10,3,3,3,3,3,3
5,2020-02-08 16:50:02,9,9,11,12,12,3,3,3,3,3,6
5,2020-02-08 16:55:02,9,10,11,12,7,3,3,3,3,3,6
5,2020-02-08 17:00:02,7,13,12,12,5,3,3,3,3,6,6
5,2020-02-08 17:05:02,5,10,11,12,2,3,3,3,3,6,6
5,2020-02-08 17:10:02,4,8,11,12,2,3,3,3,6,6,6
5,2020-02-08 17:15:02,4,5,10,7,3,3,3,3,6,6,6
5,2020-02-08 17:20:02,4,3,13,5,3,3,3,6,6,6,6
5,2020-02-08 17:25:03,2,9,13,6,0,3,3,6,6,6,7
5,2020-02-08 17:30:02,3,2,13,8,1,3,6,6,6,6,8
5,2020-02-08 17:35:02,4,3,13,11,5,3,6,6,6,7,8
5,2020-02-08 17:40:02,3,0,13,9,7,6,6,6,6,8,8
5,2020-02-08 17:45:02,4,0,14,14,12,6,6,6,7,8,9
5,2020-02-08 17:50:02,4,4,14,13,14,6,6,6,8,8,8
5,2020-02-08 17:55:02,4,4,14,13,17,6,6,7,8,9,8
5,2020-02-08 18:00:02,5,9,14,13,16,6,6,8,8,8,8
5,2020-02-08 18:05:02,4,16,14,13,18,6,7,8,9,8,7
5,2020-02-08 18:10:02,4,19,14,13,19,6,8,8,8,8,7
5,2020-02-08 18:15:02,4,15,14,13,17,7,8,9,8,7,6
5,2020-02-08 18:20:02,4,18,14,13,15,8,8,8,8,7,6
5,2020-02-08 18:25:02,4,14,14,13,18,8,9,8,7,6,6
5,2020-02-08 18:30:02,4,17,13,13,21,8,8,8,7,6,6
5,2020-02-08 18:35:02,5,13,11,37,22,9,8,7,6,6,6
5,2020-02-08 18:40:02,5,14,11,37,24,8,8,7,6,6,8
5,2020-02-08 18:45:02,6,13,10,38,25,8,7,6,6,6,8
5,2020-02-08 18:50:02,7,18,10,37,25,8,7,6,6,8,7
5,2020-02-08 18:55:02,7,23,10,38,24,7,6,6,6,8,5
5,2020-02-08 19:00:02,7,25,10,26,26,7,6,6,8,7,6
5,2020-02-08 19:05:02,7,22,10,26,26,6,6,6,8,5,6
5,2020-02-08 19:10:02,7,23,9,28,25,6,6,8,7,6,6
5,2020-02-08 19:15:03,7,23,11,27,24,6,6,8,5,6,6
5,2020-02-08 19:20:02,8,24,12,28,26,6,8,7,6,6,6
5,2020-02-08 19:25:02,8,26,12,29,27,6,8,5,6,6,7
5,2020-02-08 19:30:02,8,25,9,33,28,8,7,6,6,6,7
5,2020-02-08 19:35:02,7,25,8,35,30,8,5,6,6,7,7
5,2020-02-08 19:40:02,11,26,10,33,32,7,6,6,6,7,7
5,2020-02-08 19:45:02,12,27,10,35,32,5,6,6,7,7,8
5,2020-02-08 19:50:02,13,29,9,37,35,6,6,6,7,7,8
5,2020-02-08 19:55:02,14,29,9,40,38,6,6,7,7,8,8
5,2020-02-08 20:00:02,14,30,9,40,38,6,6,7,7,8,8
5,2020-02-08 20:05:02,14,33,9,40,38,6,7,7,8,8,8
5,2020-02-08 20:10:02,14,34,9,40,37,6,7,7,8,8,7
5,2020-02-08 20:15:02,14,35,11,40,36,7,7,8,8,8,8
5,2020-02-08 20:20:02,15,33,12,40,36,7,7,8,8,7,8
5,2020-02-08 20:25:02,15,29,12,40,37,7,8,8,8,8,8
5,2020-02-08 20:30:02,15,27,13,40,37,7,8,8,7,8,7
5,2020-02-08 20:35:02,15,26,14,40,37,8,8,8,8,8,7
5,2020-02-08 20:40:02,17,25,14,39,37,8,8,7,8,7,7
5,2020-02-08 20:45:02,18,26,15,40,36,8,8,8,8,7,7
5,2020-02-08 20:50:02,18,28,16,39,36,8,7,8,7,7,7
5,2020-02-08 20:55:03,18,23,16,38,34,8,8,8,7,7,7
5,2020-02-08 21:00:02,19,23,18,38,35,7,8,7,7,7,7
5,2020-02-08 21:05:02,22,22,17,38,35,8,8,7,7,7,7
5,2020-02-08 21:10:02,23,21,18,37,35,8,7,7,7,7,7
5,2020-02-08 21:15:02,24,21,17,38,35,8,7,7,7,7,6
5,2020-02-08 21:20:02,24,23,15,38,34,7,7,7,7,7,6
5,2020-02-10 13:40:02,7,7,5,0,2,0,0,0,0,0,2
5,2020-02-10 13:45:02,7,7,2,2,2,0,0,0,0,0,2
5,2020-02-10 13:50:02,7,7,3,3,2,0,0,0,0,2,2
5,2020-02-10 13:55:02,8,7,3,3,0,0,0,0,0,2,0
5,2020-02-10 14:00:02,9,6,3,6,0,0,0,0,2,2,0
5,2020-02-10 14:05:02,9,3,5,6,1,0,0,0,2,0,0
5,2020-02-10 14:10:02,10,5,5,4,1,0,0,2,2,0,0
5,2020-02-10 14:15:02,10,6,5,3,0,0,0,2,0,0,0
5,2020-02-10 14:20:02,13,7,5,2,1,0,2,2,0,0,1
5,2020-02-10 14:25:02,14,7,5,2,1,0,2,0,0,0,1
5,2020-02-10 14:30:02,14,6,6,4,1,2,2,0,0,1,0
5,2020-02-10 14:35:02,15,7,6,5,1,2,0,0,0,1,0
5,2020-02-10 14:40:02,17,7,6,6,2,2,0,0,1,0,0
5,2020-02-10 14:45:02,19,7,5,6,2,0,0,0,1,0,1
5,2020-02-10 14:50:02,18,7,5,6,2,0,0,1,0,0,0
5,2020-02-10 14:55:02,18,5,3,7,2,0,0,1,0,1,0
5,2020-02-10 15:00:02,19,4,4,8,1,0,1,0,0,0,0
5,2020-02-10 15:05:02,19,6,4,8,1,0,1,0,1,0,0
5,2020-02-10 15:10:02,21,6,4,7,1,1,0,0,0,0,0
5,2020-02-10 15:15:02,21,6,4,7,1,1,0,1,0,0,0
5,2020-02-10 15:20:02,21,7,5,7,1,0,0,0,0,0,1
5,2020-02-10 15:25:02,20,4,3,7,2,0,1,0,0,0,2
5,2020-02-10 15:30:02,20,0,3,8,2,0,0,0,0,1,2
5,2020-02-10 15:35:02,18,0,3,7,2,1,0,0,0,2,1
5,2020-02-10 15:40:02,18,2,3,7,2,0,0,0,1,2,2
5,2020-02-10 15:45:02,18,3,4,8,2,0,0,0,2,1,4
5,2020-02-10 15:50:02,16,3,5,9,2,0,0,1,2,2,5
5,2020-02-10 15:55:02,20,6,5,8,2,0,0,2,1,4,5
5,2020-02-10 16:00:02,20,6,4,8,2,0,1,2,2,5,3
