STATION ID,TIME,TEN WEEK AHEAD,EIGHT WEEK AHEAD,FIVE WEEKS AHEAD,TWO WEEKS AHEAD,TEN DAYS AHEAD,ONE WEEK AHEAD,THREE DAYS AHEAD,ONE DAY AHEAD,FOUR AHEAD,THREE AHEAD,TWO AHEAD,ONE AHEAD,AVAILABLE BIKES,TARGET
21,2020-03-24 08:15:02,7,4,6,1,2,2,5,10,8,8,8,9,15,15
21,2020-03-24 08:20:02,7,9,6,2,2,2,5,11,8,8,8,10,15,15
21,2020-03-24 08:25:02,7,10,7,3,2,2,5,11,8,8,8,10,15,15
21,2020-03-24 08:30:02,8,10,9,4,3,2,5,11,8,8,8,10,15,15
21,2020-03-24 08:35:02,9,12,9,6,3,2,5,11,8,8,8,10,15,16
21,2020-03-24 08:40:02,6,13,9,6,3,2,5,11,8,8,8,10,15,16
21,2020-03-24 08:45:02,5,16,8,5,3,2,5,11,8,8,8,10,15,16
21,2020-03-24 08:50:02,5,17,14,6,3,2,5,12,8,8,8,11,15,16
21,2020-03-24 08:55:02,9,18,15,8,4,2,5,12,8,8,8,12,15,16
21,2020-03-24 09:00:02,11,19,16,12,4,2,5,12,8,8,9,12,14,16
21,2020-03-24 09:05:02,13,20,15,12,4,2,5,11,8,8,9,14,14,16
21,2020-03-24 09:10:02,15,20,20,13,4,2,5,12,8,8,9,14,15,16
21,2020-03-24 09:15:02,18,20,21,14,4,2,5,12,8,8,9,15,15,16
21,2020-03-24 09:20:02,21,18,21,19,4,2,5,13,8,8,10,15,15,16
21,2020-03-24 09:25:02,22,23,23,19,5,2,5,13,8,8,10,15,15,16
21,2020-03-24 09:30:02,22,24,25,20,5,2,5,15,8,8,10,15,15,16
21,2020-03-24 09:35:02,24,24,24,21,5,2,5,15,8,8,10,15,16,16
21,2020-03-24 09:40:02,25,24,24,21,5,2,5,15,8,8,10,15,16,17
21,2020-03-24 09:45:02,25,21,24,22,5,2,6,8,8,8,10,15,16,17
21,2020-03-24 09:50:02,25,24,25,22,5,2,6,8,8,8,11,15,16,17
21,2020-03-24 09:55:02,27,26,25,20,5,2,6,9,8,8,12,15,16,17
21,2020-03-24 10:00:02,27,27,27,22,5,2,6,10,8,9,12,14,16,17
21,2020-03-24 10:05:02,29,28,28,21,5,2,6,10,8,9,14,14,16,17
21,2020-03-24 10:10:02,30,28,28,23,4,2,6,10,8,9,14,15,16,17
21,2020-03-24 10:15:02,30,28,28,23,4,2,6,10,8,9,15,15,16,10
21,2020-03-24 10:20:02,29,27,28,24,4,2,6,11,8,10,15,15,16,10
21,2020-03-24 10:25:02,30,30,28,24,4,2,6,11,8,10,15,15,16,8
21,2020-03-24 10:30:02,30,30,29,24,4,2,6,10,8,10,15,15,16,8
21,2020-03-24 10:35:02,30,30,29,24,4,2,6,10,8,10,15,16,16,8
21,2020-03-24 10:40:02,30,30,29,24,4,2,6,9,8,10,15,16,17,8
21,2020-03-24 10:45:02,30,30,30,24,4,2,6,9,8,10,15,16,17,8
21,2020-03-24 10:50:02,30,30,29,24,4,2,6,9,8,11,15,16,17,8
21,2020-03-24 10:55:02,30,30,29,30,4,2,6,9,8,12,15,16,17,8
21,2020-03-24 11:00:02,30,14,30,30,4,2,6,9,9,12,14,16,17,8
21,2020-03-24 11:05:02,30,14,30,30,6,2,6,9,9,14,14,16,17,7
21,2020-03-24 11:10:02,30,15,30,30,6,2,6,9,9,14,15,16,17,7
21,2020-03-24 11:15:02,17,16,30,30,7,2,6,9,9,15,15,16,10,7
21,2020-03-24 11:20:02,17,16,30,30,7,2,6,9,10,15,15,16,10,7
21,2020-03-24 11:25:02,17,16,30,30,7,2,6,9,10,15,15,16,8,7
21,2020-03-24 11:30:02,12,15,30,29,7,3,6,9,10,15,15,16,8,7
21,2020-03-24 11:35:02,12,15,30,29,7,3,6,9,10,15,16,16,8,7
21,2020-03-24 11:40:02,13,16,29,29,7,3,6,9,10,15,16,17,8,7
21,2020-03-24 11:45:02,14,16,29,29,7,3,7,9,10,15,16,17,8,7
21,2020-03-24 11:50:02,15,18,29,29,7,2,7,9,11,15,16,17,8,7
21,2020-03-24 11:55:02,13,19,30,29,7,2,7,9,12,15,16,17,8,7
21,2020-03-24 12:00:02,13,20,30,30,7,2,7,9,12,14,16,17,8,8
21,2020-03-24 12:05:02,13,20,30,29,7,2,7,9,14,14,16,17,7,8
21,2020-03-24 12:10:02,15,20,30,30,7,2,7,9,14,15,16,17,7,9
21,2020-03-24 12:15:02,16,21,30,30,7,2,7,9,15,15,16,10,7,9
21,2020-03-24 12:20:02,16,21,30,30,7,2,7,9,15,15,16,10,7,9
21,2020-03-24 12:25:02,16,22,13,30,7,1,7,10,15,15,16,8,7,9
21,2020-03-24 12:30:02,16,21,13,30,7,1,8,10,15,15,16,8,7,9
21,2020-03-24 12:35:02,17,23,11,30,6,1,7,10,15,16,16,8,7,9
21,2020-03-24 12:40:02,16,23,11,30,7,1,7,10,15,16,17,8,7,9
21,2020-03-24 12:45:02,16,22,12,30,7,1,6,10,15,16,17,8,7,9
21,2020-03-24 12:50:02,16,24,13,30,7,1,6,10,15,16,17,8,7,10
21,2020-03-24 12:55:02,16,23,16,30,8,1,5,11,15,16,17,8,7,10
21,2020-03-24 13:00:02,16,23,15,30,8,2,5,11,14,16,17,8,8,10
21,2020-03-24 13:05:02,17,25,14,22,8,3,5,11,14,16,17,7,8,10
21,2020-03-24 13:10:02,16,25,16,22,8,3,5,11,15,16,17,7,9,11
21,2020-03-24 13:15:02,16,24,16,22,7,3,5,11,15,16,10,7,9,11
21,2020-03-24 13:20:02,16,16,13,24,7,3,5,11,15,16,10,7,9,12
21,2020-03-24 13:25:02,16,15,12,24,8,3,5,11,15,16,8,7,9,11
21,2020-03-24 13:30:02,16,16,10,24,8,3,5,11,15,16,8,7,9,11
21,2020-03-24 13:35:02,17,18,10,24,8,3,5,11,16,16,8,7,9,11
21,2020-03-24 13:40:02,17,17,10,24,8,5,5,10,16,17,8,7,9,11
21,2020-03-24 13:45:02,18,16,11,23,8,5,5,9,16,17,8,7,9,11
21,2020-03-24 13:50:02,18,16,12,22,7,5,6,9,16,17,8,7,10,11
21,2020-03-24 13:55:02,18,16,14,22,7,5,6,9,16,17,8,7,10,11
21,2020-03-24 14:00:02,17,16,15,21,7,5,6,9,16,17,8,8,10,10
21,2020-03-24 14:05:02,16,20,15,22,7,5,6,9,16,17,7,8,10,10
21,2020-03-24 14:10:02,16,21,15,22,7,5,6,9,16,17,7,9,11,10
21,2020-03-24 14:15:02,17,22,15,21,7,5,6,9,16,10,7,9,11,10
21,2020-03-24 14:20:02,18,21,15,21,7,5,6,9,16,10,7,9,12,10
21,2020-03-24 14:25:02,18,20,15,23,7,5,7,9,16,8,7,9,11,10
21,2020-03-24 14:30:02,18,20,16,24,8,5,7,9,16,8,7,9,11,10
21,2020-03-24 14:35:02,18,19,17,24,9,5,7,9,16,8,7,9,11,10
21,2020-03-24 14:40:02,17,19,18,25,9,5,7,9,17,8,7,9,11,10
21,2020-03-24 14:45:02,17,18,17,24,9,5,6,9,17,8,7,9,11,9
21,2020-03-24 14:50:03,17,18,17,23,9,5,6,9,17,8,7,10,11,9
21,2020-03-24 14:55:03,17,18,18,25,9,5,6,9,17,8,7,10,11,9
21,2020-03-24 15:00:02,18,18,18,25,9,5,6,9,17,8,8,10,10,9
21,2020-03-24 15:05:02,18,18,17,25,8,6,7,9,17,7,8,10,10,9
21,2020-03-24 15:10:02,19,20,17,27,8,6,7,10,17,7,9,11,10,9
21,2020-03-24 15:15:02,19,20,18,29,8,6,7,10,10,7,9,11,10,9
21,2020-03-24 15:20:02,20,21,19,30,8,7,7,10,10,7,9,12,10,9
21,2020-03-24 15:25:02,20,22,19,29,8,7,7,9,8,7,9,11,10,9
21,2020-03-24 15:30:02,21,23,19,29,10,7,7,10,8,7,9,11,10,9
21,2020-03-24 15:35:02,22,24,19,27,10,7,7,10,8,7,9,11,10,9
21,2020-03-24 15:40:02,23,24,17,28,10,7,8,10,8,7,9,11,10,8
21,2020-03-24 15:45:02,23,24,18,28,10,7,8,10,8,7,9,11,9,8
21,2020-03-24 15:50:02,22,24,18,28,10,7,7,11,8,7,10,11,9,8
21,2020-03-24 15:55:02,23,25,17,28,11,7,6,12,8,7,10,11,9,8
21,2020-03-24 16:00:02,23,25,17,28,12,7,6,12,8,8,10,10,9,8
21,2020-03-24 16:05:03,25,25,18,28,12,7,5,12,7,8,10,10,9,8
21,2020-03-24 16:10:02,26,25,17,28,13,7,5,12,7,9,11,10,9,8
21,2020-03-24 16:15:02,27,25,18,26,13,7,5,12,7,9,11,10,9,8
21,2020-03-24 16:20:02,27,26,19,26,14,7,5,12,7,9,12,10,9,8
21,2020-03-24 16:25:02,29,16,19,27,14,6,5,12,7,9,11,10,9,8
21,2020-03-24 16:30:27,30,10,21,28,14,6,5,11,7,9,11,10,9,8
